subject_id,itemB,causal_itemA,similar_itemA,explanation_type,satisfactory,causal_itemA_causal_distance,causal_itemA_freesort_distance,causal_itemA_freesort_minus_causal,similar_itemA_causal_distance,similar_itemA_freesort_distance,similar_itemA_freesort_minus_causal
subj_68,jump up and down,think about something,sit down,Intrinsic,37,0.39,0.99,0.6,1,0.3,-0.7
subj_68,think about something,take a walk,remember something,Direct,39,0.15,0.86,0.72,0.01,0,-0.01
subj_68,think about something,take a walk,remember something,Intrinsic,57,0.15,0.86,0.72,0.01,0,-0.01
subj_68,experience pain,kick something,feel scared,Direct,64,0.07,0.72,0.65,0.34,0.32,-0.02
subj_68,experience pain,kick something,feel scared,Intrinsic,39,0.07,0.72,0.65,0.34,0.32,-0.02
subj_68,become hungry,take a walk,experience pain,Direct,50,0.14,0.79,0.65,0.72,0.49,-0.22
subj_68,become hungry,take a walk,experience pain,Intrinsic,11,0.14,0.79,0.65,0.72,0.49,-0.22
subj_68,get sick,see something,get tired,Direct,21,0.4,0.95,0.55,0.42,0.37,-0.06
subj_68,get sick,see something,get tired,Intrinsic,43,0.4,0.95,0.55,0.42,0.37,-0.06
subj_68,choose what to do,feel scared,remember something,Direct,59,0.16,0.78,0.62,0.1,0.42,0.32
subj_68,choose what to do,feel scared,remember something,Intrinsic,61,0.16,0.78,0.62,0.1,0.42,0.32
subj_68,remember something,take a walk,think about something,Direct,56,0.22,0.91,0.69,0,0,0
subj_68,remember something,take a walk,think about something,Intrinsic,65,0.22,0.91,0.69,0,0,0
subj_68,kick something,think about something,jump up and down,Direct,16,0.4,0.9,0.5,0.61,0.26,-0.35
subj_68,kick something,think about something,jump up and down,Intrinsic,50,0.4,0.9,0.5,0.61,0.26,-0.35
subj_68,sit down,experience pain,jump up and down,Direct,70,0.08,0.87,0.79,0.61,0.3,-0.31
subj_68,sit down,experience pain,jump up and down,Intrinsic,39,0.08,0.87,0.79,0.61,0.3,-0.31
subj_68,reach for something,become hungry,kick something,Direct,41,0.18,0.83,0.65,0.62,0.49,-0.14
subj_68,reach for something,become hungry,kick something,Intrinsic,17,0.18,0.83,0.65,0.62,0.49,-0.14
subj_68,feel scared,see something,become hungry,Direct,72,0.06,0.78,0.71,0.63,0.58,-0.05
subj_68,feel scared,see something,become hungry,Intrinsic,30,0.06,0.78,0.71,0.63,0.58,-0.05
subj_68,hear something,take a walk,see something,Direct,50,0.23,0.86,0.62,0.49,0.05,-0.44
subj_68,hear something,take a walk,see something,Intrinsic,50,0.23,0.86,0.62,0.49,0.05,-0.44
subj_68,take a walk,think about something,jump up and down,Direct,50,0.25,0.86,0.61,0.76,0.17,-0.59
subj_68,take a walk,think about something,jump up and down,Intrinsic,23,0.25,0.86,0.61,0.76,0.17,-0.59
subj_69,get sick,see something,get tired,Direct,59,0.4,0.95,0.55,0.42,0.37,-0.06
subj_69,get sick,see something,get tired,Intrinsic,24,0.4,0.95,0.55,0.42,0.37,-0.06
subj_69,hear something,take a walk,see something,Direct,61,0.23,0.86,0.62,0.49,0.05,-0.44
subj_69,hear something,take a walk,see something,Intrinsic,71,0.23,0.86,0.62,0.49,0.05,-0.44
subj_69,reach for something,become hungry,kick something,Direct,67,0.18,0.83,0.65,0.62,0.49,-0.14
subj_69,reach for something,become hungry,kick something,Intrinsic,50,0.18,0.83,0.65,0.62,0.49,-0.14
subj_69,see something,take a walk,hear something,Direct,74,0.17,0.86,0.69,0.46,0.05,-0.41
subj_69,see something,take a walk,hear something,Intrinsic,65,0.17,0.86,0.69,0.46,0.05,-0.41
subj_69,sit down,experience pain,jump up and down,Direct,71,0.08,0.87,0.79,0.61,0.3,-0.31
subj_69,sit down,experience pain,jump up and down,Intrinsic,40,0.08,0.87,0.79,0.61,0.3,-0.31
subj_69,choose what to do,feel scared,remember something,Direct,50,0.16,0.78,0.62,0.1,0.42,0.32
subj_69,choose what to do,feel scared,remember something,Intrinsic,53,0.16,0.78,0.62,0.1,0.42,0.32
subj_69,get tired,jump up and down,feel scared,Direct,61,0.04,0.78,0.73,0.47,0.5,0.03
subj_69,get tired,jump up and down,feel scared,Intrinsic,50,0.04,0.78,0.73,0.47,0.5,0.03
subj_69,remember something,take a walk,think about something,Direct,66,0.22,0.91,0.69,0,0,0
subj_69,remember something,take a walk,think about something,Intrinsic,64,0.22,0.91,0.69,0,0,0
subj_69,jump up and down,think about something,sit down,Direct,73,0.39,0.99,0.6,1,0.3,-0.7
subj_69,jump up and down,think about something,sit down,Intrinsic,25,0.39,0.99,0.6,1,0.3,-0.7
subj_69,think about something,take a walk,remember something,Direct,66,0.15,0.86,0.72,0.01,0,-0.01
subj_69,think about something,take a walk,remember something,Intrinsic,39,0.15,0.86,0.72,0.01,0,-0.01
subj_69,feel scared,see something,become hungry,Direct,75,0.06,0.78,0.71,0.63,0.58,-0.05
subj_69,feel scared,see something,become hungry,Intrinsic,18,0.06,0.78,0.71,0.63,0.58,-0.05
subj_69,become hungry,take a walk,experience pain,Direct,65,0.14,0.79,0.65,0.72,0.49,-0.22
subj_69,become hungry,take a walk,experience pain,Intrinsic,31,0.14,0.79,0.65,0.72,0.49,-0.22
subj_69,take a walk,think about something,jump up and down,Direct,61,0.25,0.86,0.61,0.76,0.17,-0.59
subj_69,take a walk,think about something,jump up and down,Intrinsic,26,0.25,0.86,0.61,0.76,0.17,-0.59
subj_69,kick something,think about something,jump up and down,Direct,52,0.4,0.9,0.5,0.61,0.26,-0.35
subj_69,kick something,think about something,jump up and down,Intrinsic,72,0.4,0.9,0.5,0.61,0.26,-0.35
subj_69,experience pain,kick something,feel scared,Direct,74,0.07,0.72,0.65,0.34,0.32,-0.02
subj_69,experience pain,kick something,feel scared,Intrinsic,64,0.07,0.72,0.65,0.34,0.32,-0.02
subj_70,feel scared,see something,become hungry,Direct,60,0.06,0.78,0.71,0.63,0.58,-0.05
subj_70,feel scared,see something,become hungry,Intrinsic,12,0.06,0.78,0.71,0.63,0.58,-0.05
subj_70,choose what to do,feel scared,remember something,Direct,34,0.16,0.78,0.62,0.1,0.42,0.32
subj_70,choose what to do,feel scared,remember something,Intrinsic,56,0.16,0.78,0.62,0.1,0.42,0.32
subj_70,jump up and down,think about something,sit down,Direct,40,0.39,0.99,0.6,1,0.3,-0.7
subj_70,jump up and down,think about something,sit down,Intrinsic,2,0.39,0.99,0.6,1,0.3,-0.7
subj_70,experience pain,kick something,feel scared,Direct,89,0.07,0.72,0.65,0.34,0.32,-0.02
subj_70,experience pain,kick something,feel scared,Intrinsic,27,0.07,0.72,0.65,0.34,0.32,-0.02
subj_70,see something,take a walk,hear something,Direct,39,0.17,0.86,0.69,0.46,0.05,-0.41
subj_70,see something,take a walk,hear something,Intrinsic,64,0.17,0.86,0.69,0.46,0.05,-0.41
subj_70,get sick,see something,get tired,Direct,21,0.4,0.95,0.55,0.42,0.37,-0.06
subj_70,get sick,see something,get tired,Intrinsic,55,0.4,0.95,0.55,0.42,0.37,-0.06
subj_70,remember something,take a walk,think about something,Direct,42,0.22,0.91,0.69,0,0,0
subj_70,remember something,take a walk,think about something,Intrinsic,72,0.22,0.91,0.69,0,0,0
subj_70,think about something,take a walk,remember something,Direct,39,0.15,0.86,0.72,0.01,0,-0.01
subj_70,think about something,take a walk,remember something,Intrinsic,80,0.15,0.86,0.72,0.01,0,-0.01
subj_70,sit down,experience pain,jump up and down,Direct,31,0.08,0.87,0.79,0.61,0.3,-0.31
subj_70,sit down,experience pain,jump up and down,Intrinsic,32,0.08,0.87,0.79,0.61,0.3,-0.31
subj_70,become hungry,take a walk,experience pain,Direct,58,0.14,0.79,0.65,0.72,0.49,-0.22
subj_70,become hungry,take a walk,experience pain,Intrinsic,23,0.14,0.79,0.65,0.72,0.49,-0.22
subj_70,reach for something,become hungry,kick something,Direct,65,0.18,0.83,0.65,0.62,0.49,-0.14
subj_70,reach for something,become hungry,kick something,Intrinsic,40,0.18,0.83,0.65,0.62,0.49,-0.14
subj_70,kick something,think about something,jump up and down,Direct,60,0.4,0.9,0.5,0.61,0.26,-0.35
subj_70,kick something,think about something,jump up and down,Intrinsic,31,0.4,0.9,0.5,0.61,0.26,-0.35
subj_70,get tired,jump up and down,feel scared,Direct,15,0.04,0.78,0.73,0.47,0.5,0.03
subj_70,get tired,jump up and down,feel scared,Intrinsic,31,0.04,0.78,0.73,0.47,0.5,0.03
subj_70,hear something,take a walk,see something,Direct,43,0.23,0.86,0.62,0.49,0.05,-0.44
subj_70,hear something,take a walk,see something,Intrinsic,53,0.23,0.86,0.62,0.49,0.05,-0.44
subj_70,take a walk,think about something,jump up and down,Direct,63,0.25,0.86,0.61,0.76,0.17,-0.59
subj_70,take a walk,think about something,jump up and down,Intrinsic,26,0.25,0.86,0.61,0.76,0.17,-0.59
subj_71,see something,take a walk,hear something,Direct,13,0.17,0.86,0.69,0.46,0.05,-0.41
subj_71,see something,take a walk,hear something,Intrinsic,8,0.17,0.86,0.69,0.46,0.05,-0.41
subj_71,remember something,take a walk,think about something,Direct,16,0.22,0.91,0.69,0,0,0
subj_71,remember something,take a walk,think about something,Intrinsic,15,0.22,0.91,0.69,0,0,0
subj_71,think about something,take a walk,remember something,Direct,16,0.15,0.86,0.72,0.01,0,-0.01
subj_71,think about something,take a walk,remember something,Intrinsic,48,0.15,0.86,0.72,0.01,0,-0.01
subj_71,choose what to do,feel scared,remember something,Direct,28,0.16,0.78,0.62,0.1,0.42,0.32
subj_71,choose what to do,feel scared,remember something,Intrinsic,46,0.16,0.78,0.62,0.1,0.42,0.32
subj_71,hear something,take a walk,see something,Direct,14,0.23,0.86,0.62,0.49,0.05,-0.44
subj_71,hear something,take a walk,see something,Intrinsic,10,0.23,0.86,0.62,0.49,0.05,-0.44
subj_71,jump up and down,think about something,sit down,Direct,54,0.39,0.99,0.6,1,0.3,-0.7
subj_71,jump up and down,think about something,sit down,Intrinsic,7,0.39,0.99,0.6,1,0.3,-0.7
subj_71,experience pain,kick something,feel scared,Direct,56,0.07,0.72,0.65,0.34,0.32,-0.02
subj_71,experience pain,kick something,feel scared,Intrinsic,16,0.07,0.72,0.65,0.34,0.32,-0.02
subj_71,reach for something,become hungry,kick something,Direct,46,0.18,0.83,0.65,0.62,0.49,-0.14
subj_71,reach for something,become hungry,kick something,Intrinsic,10,0.18,0.83,0.65,0.62,0.49,-0.14
subj_71,kick something,think about something,jump up and down,Direct,22,0.4,0.9,0.5,0.61,0.26,-0.35
subj_71,kick something,think about something,jump up and down,Intrinsic,28,0.4,0.9,0.5,0.61,0.26,-0.35
subj_71,become hungry,take a walk,experience pain,Direct,4,0.14,0.79,0.65,0.72,0.49,-0.22
subj_71,become hungry,take a walk,experience pain,Intrinsic,20,0.14,0.79,0.65,0.72,0.49,-0.22
subj_71,feel scared,see something,become hungry,Direct,65,0.06,0.78,0.71,0.63,0.58,-0.05
subj_71,feel scared,see something,become hungry,Intrinsic,18,0.06,0.78,0.71,0.63,0.58,-0.05
subj_71,take a walk,think about something,jump up and down,Direct,36,0.25,0.86,0.61,0.76,0.17,-0.59
subj_71,take a walk,think about something,jump up and down,Intrinsic,5,0.25,0.86,0.61,0.76,0.17,-0.59
subj_71,sit down,experience pain,jump up and down,Direct,43,0.08,0.87,0.79,0.61,0.3,-0.31
subj_71,sit down,experience pain,jump up and down,Intrinsic,10,0.08,0.87,0.79,0.61,0.3,-0.31
subj_71,get sick,see something,get tired,Direct,35,0.4,0.95,0.55,0.42,0.37,-0.06
subj_71,get sick,see something,get tired,Intrinsic,46,0.4,0.95,0.55,0.42,0.37,-0.06
subj_71,get tired,jump up and down,feel scared,Direct,53,0.04,0.78,0.73,0.47,0.5,0.03
subj_71,get tired,jump up and down,feel scared,Intrinsic,43,0.04,0.78,0.73,0.47,0.5,0.03
subj_72,feel scared,see something,become hungry,Direct,75,0.06,0.78,0.71,0.63,0.58,-0.05
subj_72,feel scared,see something,become hungry,Intrinsic,7,0.06,0.78,0.71,0.63,0.58,-0.05
subj_72,sit down,experience pain,jump up and down,Direct,91,0.08,0.87,0.79,0.61,0.3,-0.31
subj_72,sit down,experience pain,jump up and down,Intrinsic,63,0.08,0.87,0.79,0.61,0.3,-0.31
subj_72,get sick,see something,get tired,Direct,46,0.4,0.95,0.55,0.42,0.37,-0.06
subj_72,get sick,see something,get tired,Intrinsic,57,0.4,0.95,0.55,0.42,0.37,-0.06
subj_72,get tired,jump up and down,feel scared,Direct,76,0.04,0.78,0.73,0.47,0.5,0.03
subj_72,get tired,jump up and down,feel scared,Intrinsic,13,0.04,0.78,0.73,0.47,0.5,0.03
subj_72,hear something,take a walk,see something,Direct,69,0.23,0.86,0.62,0.49,0.05,-0.44
subj_72,hear something,take a walk,see something,Intrinsic,65,0.23,0.86,0.62,0.49,0.05,-0.44
subj_72,choose what to do,feel scared,remember something,Direct,59,0.16,0.78,0.62,0.1,0.42,0.32
subj_72,choose what to do,feel scared,remember something,Intrinsic,62,0.16,0.78,0.62,0.1,0.42,0.32
subj_72,remember something,take a walk,think about something,Direct,54,0.22,0.91,0.69,0,0,0
subj_72,remember something,take a walk,think about something,Intrinsic,72,0.22,0.91,0.69,0,0,0
subj_72,become hungry,take a walk,experience pain,Direct,58,0.14,0.79,0.65,0.72,0.49,-0.22
subj_72,become hungry,take a walk,experience pain,Intrinsic,23,0.14,0.79,0.65,0.72,0.49,-0.22
subj_72,take a walk,think about something,jump up and down,Direct,44,0.25,0.86,0.61,0.76,0.17,-0.59
subj_72,take a walk,think about something,jump up and down,Intrinsic,41,0.25,0.86,0.61,0.76,0.17,-0.59
subj_72,experience pain,kick something,feel scared,Direct,65,0.07,0.72,0.65,0.34,0.32,-0.02
subj_72,experience pain,kick something,feel scared,Intrinsic,31,0.07,0.72,0.65,0.34,0.32,-0.02
subj_72,think about something,take a walk,remember something,Direct,61,0.15,0.86,0.72,0.01,0,-0.01
subj_72,think about something,take a walk,remember something,Intrinsic,66,0.15,0.86,0.72,0.01,0,-0.01
subj_72,reach for something,become hungry,kick something,Direct,56,0.18,0.83,0.65,0.62,0.49,-0.14
subj_72,reach for something,become hungry,kick something,Intrinsic,44,0.18,0.83,0.65,0.62,0.49,-0.14
subj_72,jump up and down,think about something,sit down,Direct,29,0.39,0.99,0.6,1,0.3,-0.7
subj_72,jump up and down,think about something,sit down,Intrinsic,11,0.39,0.99,0.6,1,0.3,-0.7
subj_72,see something,take a walk,hear something,Direct,74,0.17,0.86,0.69,0.46,0.05,-0.41
subj_72,see something,take a walk,hear something,Intrinsic,71,0.17,0.86,0.69,0.46,0.05,-0.41
subj_72,kick something,think about something,jump up and down,Direct,46,0.4,0.9,0.5,0.61,0.26,-0.35
subj_72,kick something,think about something,jump up and down,Intrinsic,32,0.4,0.9,0.5,0.61,0.26,-0.35
subj_73,sit down,experience pain,jump up and down,Direct,55,0.08,0.87,0.79,0.61,0.3,-0.31
subj_73,sit down,experience pain,jump up and down,Intrinsic,68,0.08,0.87,0.79,0.61,0.3,-0.31
subj_73,feel scared,see something,become hungry,Direct,59,0.06,0.78,0.71,0.63,0.58,-0.05
subj_73,feel scared,see something,become hungry,Intrinsic,43,0.06,0.78,0.71,0.63,0.58,-0.05
subj_73,get tired,jump up and down,feel scared,Direct,44,0.04,0.78,0.73,0.47,0.5,0.03
subj_73,get tired,jump up and down,feel scared,Intrinsic,60,0.04,0.78,0.73,0.47,0.5,0.03
subj_73,experience pain,kick something,feel scared,Direct,45,0.07,0.72,0.65,0.34,0.32,-0.02
subj_73,experience pain,kick something,feel scared,Intrinsic,50,0.07,0.72,0.65,0.34,0.32,-0.02
subj_73,kick something,think about something,jump up and down,Direct,62,0.4,0.9,0.5,0.61,0.26,-0.35
subj_73,kick something,think about something,jump up and down,Intrinsic,59,0.4,0.9,0.5,0.61,0.26,-0.35
subj_73,take a walk,think about something,jump up and down,Direct,44,0.25,0.86,0.61,0.76,0.17,-0.59
subj_73,take a walk,think about something,jump up and down,Intrinsic,63,0.25,0.86,0.61,0.76,0.17,-0.59
subj_73,become hungry,take a walk,experience pain,Direct,62,0.14,0.79,0.65,0.72,0.49,-0.22
subj_73,become hungry,take a walk,experience pain,Intrinsic,64,0.14,0.79,0.65,0.72,0.49,-0.22
subj_73,choose what to do,feel scared,remember something,Direct,28,0.16,0.78,0.62,0.1,0.42,0.32
subj_73,choose what to do,feel scared,remember something,Intrinsic,63,0.16,0.78,0.62,0.1,0.42,0.32
subj_73,jump up and down,think about something,sit down,Direct,59,0.39,0.99,0.6,1,0.3,-0.7
subj_73,jump up and down,think about something,sit down,Intrinsic,59,0.39,0.99,0.6,1,0.3,-0.7
subj_73,hear something,take a walk,see something,Direct,38,0.23,0.86,0.62,0.49,0.05,-0.44
subj_73,hear something,take a walk,see something,Intrinsic,62,0.23,0.86,0.62,0.49,0.05,-0.44
subj_73,get sick,see something,get tired,Direct,21,0.4,0.95,0.55,0.42,0.37,-0.06
subj_73,get sick,see something,get tired,Intrinsic,32,0.4,0.95,0.55,0.42,0.37,-0.06
subj_73,reach for something,become hungry,kick something,Direct,42,0.18,0.83,0.65,0.62,0.49,-0.14
subj_73,reach for something,become hungry,kick something,Intrinsic,28,0.18,0.83,0.65,0.62,0.49,-0.14
subj_73,remember something,take a walk,think about something,Direct,27,0.22,0.91,0.69,0,0,0
subj_73,remember something,take a walk,think about something,Intrinsic,73,0.22,0.91,0.69,0,0,0
subj_73,think about something,take a walk,remember something,Direct,37,0.15,0.86,0.72,0.01,0,-0.01
subj_73,think about something,take a walk,remember something,Intrinsic,75,0.15,0.86,0.72,0.01,0,-0.01
subj_73,see something,take a walk,hear something,Direct,60,0.17,0.86,0.69,0.46,0.05,-0.41
subj_73,see something,take a walk,hear something,Intrinsic,63,0.17,0.86,0.69,0.46,0.05,-0.41
subj_74,kick something,think about something,jump up and down,Direct,56,0.4,0.9,0.5,0.61,0.26,-0.35
subj_74,kick something,think about something,jump up and down,Intrinsic,25,0.4,0.9,0.5,0.61,0.26,-0.35
subj_74,get tired,jump up and down,feel scared,Direct,68,0.04,0.78,0.73,0.47,0.5,0.03
subj_74,get tired,jump up and down,feel scared,Intrinsic,25,0.04,0.78,0.73,0.47,0.5,0.03
subj_74,jump up and down,think about something,sit down,Direct,50,0.39,0.99,0.6,1,0.3,-0.7
subj_74,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_74,choose what to do,feel scared,remember something,Direct,50,0.16,0.78,0.62,0.1,0.42,0.32
subj_74,choose what to do,feel scared,remember something,Intrinsic,58,0.16,0.78,0.62,0.1,0.42,0.32
subj_74,see something,take a walk,hear something,Direct,75,0.17,0.86,0.69,0.46,0.05,-0.41
subj_74,see something,take a walk,hear something,Intrinsic,50,0.17,0.86,0.69,0.46,0.05,-0.41
subj_74,hear something,take a walk,see something,Direct,65,0.23,0.86,0.62,0.49,0.05,-0.44
subj_74,hear something,take a walk,see something,Intrinsic,50,0.23,0.86,0.62,0.49,0.05,-0.44
subj_74,think about something,take a walk,remember something,Direct,76,0.15,0.86,0.72,0.01,0,-0.01
subj_74,think about something,take a walk,remember something,Intrinsic,66,0.15,0.86,0.72,0.01,0,-0.01
subj_74,become hungry,take a walk,experience pain,Direct,65,0.14,0.79,0.65,0.72,0.49,-0.22
subj_74,become hungry,take a walk,experience pain,Intrinsic,21,0.14,0.79,0.65,0.72,0.49,-0.22
subj_74,sit down,experience pain,jump up and down,Direct,71,0.08,0.87,0.79,0.61,0.3,-0.31
subj_74,sit down,experience pain,jump up and down,Intrinsic,19,0.08,0.87,0.79,0.61,0.3,-0.31
subj_74,remember something,take a walk,think about something,Direct,71,0.22,0.91,0.69,0,0,0
subj_74,remember something,take a walk,think about something,Intrinsic,50,0.22,0.91,0.69,0,0,0
subj_74,take a walk,think about something,jump up and down,Direct,65,0.25,0.86,0.61,0.76,0.17,-0.59
subj_74,take a walk,think about something,jump up and down,Intrinsic,22,0.25,0.86,0.61,0.76,0.17,-0.59
subj_74,feel scared,see something,become hungry,Direct,69,0.06,0.78,0.71,0.63,0.58,-0.05
subj_74,feel scared,see something,become hungry,Intrinsic,3,0.06,0.78,0.71,0.63,0.58,-0.05
subj_74,get sick,see something,get tired,Direct,50,0.4,0.95,0.55,0.42,0.37,-0.06
subj_74,get sick,see something,get tired,Intrinsic,21,0.4,0.95,0.55,0.42,0.37,-0.06
subj_74,experience pain,kick something,feel scared,Direct,96,0.07,0.72,0.65,0.34,0.32,-0.02
subj_74,experience pain,kick something,feel scared,Intrinsic,25,0.07,0.72,0.65,0.34,0.32,-0.02
subj_74,reach for something,become hungry,kick something,Direct,42,0.18,0.83,0.65,0.62,0.49,-0.14
subj_74,reach for something,become hungry,kick something,Intrinsic,27,0.18,0.83,0.65,0.62,0.49,-0.14
